age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,deposit,contact_date
44,entrepreneur,married,tertiary,0,3463,1,1,cellular,210,3,-1,0,unknown,0,2023-08-28
32,blue-collar,divorced,unknown,0,291,1,1,unknown,120,6,-1,0,unknown,0,2023-06-27
28,admin.,single,secondary,0,19,0,0,cellular,78,4,-1,0,unknown,0,2023-07-08
53,blue-collar,married,secondary,0,5700,1,0,unknown,97,1,-1,0,unknown,0,2023-05-14
81,retired,divorced,unknown,0,0,0,0,telephone,128,1,-1,0,unknown,0,2023-10-16
33,blue-collar,married,secondary,0,-346,1,1,unknown,29,3,-1,0,unknown,0,2023-05-23
37,entrepreneur,married,tertiary,1,-456,1,1,unknown,42,7,-1,0,unknown,0,2023-06-20
37,technician,married,secondary,0,5953,0,0,cellular,1113,1,-1,0,unknown,0,2023-08-05
35,technician,single,secondary,0,1693,1,0,cellular,58,1,105,1,success,0,2023-05-26
30,admin.,married,secondary,0,350,0,1,cellular,171,5,-1,0,unknown,0,2023-07-09
43,blue-collar,married,primary,0,-181,1,0,cellular,351,1,337,3,failure,0,2023-04-17
45,retired,divorced,secondary,0,1735,0,1,unknown,306,1,-1,0,unknown,0,2023-06-17
34,blue-collar,married,secondary,0,157,1,0,cellular,254,2,-1,0,unknown,0,2023-07-11
40,admin.,married,secondary,0,67,0,1,cellular,359,2,152,5,failure,0,2023-11-19
60,admin.,married,primary,0,-444,0,1,cellular,227,1,-1,0,unknown,0,2023-07-16
54,self-employed,married,primary,0,0,0,1,telephone,130,2,-1,0,unknown,0,2023-07-09
39,blue-collar,married,secondary,0,171,1,1,cellular,153,1,353,1,failure,0,2023-05-08
44,admin.,married,secondary,0,262,1,0,cellular,74,1,-1,0,unknown,0,2023-07-09
32,technician,married,tertiary,0,0,1,0,cellular,231,4,-1,0,unknown,0,2023-11-19
34,blue-collar,married,secondary,0,965,1,0,cellular,372,2,332,2,other,0,2023-04-20
44,management,married,tertiary,0,0,0,0,unknown,27,1,-1,0,unknown,0,2023-05-13
30,management,single,tertiary,0,6392,1,0,cellular,335,1,-1,0,unknown,0,2023-05-05
47,unknown,married,unknown,0,194,0,0,cellular,108,1,-1,0,unknown,0,2023-08-04
74,retired,divorced,primary,0,2308,0,0,telephone,251,2,535,2,success,0,2023-09-16
27,admin.,married,secondary,0,941,1,0,cellular,124,1,-1,0,unknown,0,2023-07-11
34,housemaid,divorced,primary,0,46,1,0,telephone,31,2,-1,0,unknown,0,2023-07-11
52,housemaid,divorced,secondary,0,131,1,1,cellular,87,1,-1,0,unknown,0,2023-05-11
32,services,married,secondary,0,1844,1,1,cellular,158,4,201,6,failure,0,2023-02-03
42,admin.,married,secondary,0,281,1,0,unknown,118,1,-1,0,unknown,0,2023-05-15
31,technician,single,secondary,0,109,1,0,unknown,419,1,-1,0,unknown,0,2023-05-21
31,technician,divorced,secondary,0,268,0,0,unknown,118,2,-1,0,unknown,0,2023-05-16
31,admin.,married,secondary,0,298,1,1,unknown,518,1,-1,0,unknown,0,2023-05-26
57,entrepreneur,married,secondary,1,-525,0,1,cellular,337,1,-1,0,unknown,0,2023-07-25
40,management,married,primary,0,738,1,1,cellular,399,2,258,3,failure,0,2023-04-02
23,blue-collar,married,secondary,0,94,1,0,unknown,193,1,-1,0,unknown,0,2023-05-05
43,management,divorced,unknown,0,7702,0,0,cellular,108,7,102,3,success,0,2023-09-01
45,admin.,divorced,unknown,0,857,0,0,telephone,49,7,-1,0,unknown,0,2023-07-08
58,technician,divorced,secondary,0,-354,1,1,cellular,98,1,-1,0,unknown,0,2023-07-07
38,blue-collar,married,unknown,0,0,1,0,cellular,477,2,267,1,failure,0,2023-04-02
48,admin.,married,secondary,0,112,0,0,cellular,139,5,-1,0,unknown,0,2023-08-18
47,technician,divorced,secondary,0,5735,0,0,unknown,282,4,-1,0,unknown,0,2023-06-19
49,technician,divorced,tertiary,0,1807,1,0,cellular,225,1,82,1,success,0,2023-06-02
28,blue-collar,single,primary,0,-30,1,0,cellular,108,5,-1,0,unknown,0,2023-07-31
31,student,single,secondary,0,216,0,0,cellular,138,1,-1,0,unknown,0,2023-06-03
38,technician,married,tertiary,0,127,1,0,cellular,113,1,50,2,success,0,2023-10-14
43,blue-collar,married,secondary,0,1096,0,1,unknown,180,1,-1,0,unknown,0,2023-05-30
52,management,married,secondary,0,5193,0,0,cellular,477,2,-1,0,unknown,0,2023-04-23
43,admin.,single,secondary,0,6,0,0,unknown,244,1,-1,0,unknown,0,2023-05-16
29,blue-collar,married,secondary,0,339,1,0,cellular,63,3,354,2,failure,0,2023-05-15
45,services,married,secondary,0,0,0,0,cellular,106,2,-1,0,unknown,0,2023-07-11
59,blue-collar,married,primary,0,625,0,0,cellular,133,1,-1,0,unknown,0,2023-07-09
48,blue-collar,married,secondary,0,3776,0,0,telephone,254,4,-1,0,unknown,0,2023-05-04
30,management,married,tertiary,0,1239,0,0,cellular,125,5,-1,0,unknown,0,2023-08-28
23,housemaid,single,primary,0,93,1,0,cellular,70,3,-1,0,unknown,0,2023-05-18
38,technician,divorced,tertiary,0,304,1,0,cellular,8,2,-1,0,unknown,0,2023-04-20
52,blue-collar,married,primary,0,1409,1,0,unknown,224,1,-1,0,unknown,0,2023-06-19
44,services,married,secondary,0,191,1,1,cellular,490,1,-1,0,unknown,0,2023-05-07
34,blue-collar,single,secondary,0,79,0,1,cellular,104,1,-1,0,unknown,0,2023-11-20
32,blue-collar,married,secondary,0,2263,0,0,cellular,113,2,-1,0,unknown,0,2023-05-07
41,technician,married,secondary,0,10438,1,0,telephone,141,4,-1,0,unknown,0,2023-07-15
31,admin.,single,secondary,0,81,1,0,cellular,215,2,165,11,other,0,2023-04-23
40,management,married,tertiary,0,964,1,0,telephone,95,3,-1,0,unknown,0,2023-05-13
52,blue-collar,divorced,primary,0,0,0,0,cellular,19,1,-1,0,unknown,0,2023-11-20
32,services,married,secondary,0,3839,1,0,cellular,100,2,189,1,failure,0,2023-11-18
26,admin.,single,secondary,0,586,1,1,unknown,215,1,-1,0,unknown,0,2023-05-12
29,management,single,tertiary,0,600,1,0,cellular,170,5,-1,0,unknown,0,2023-10-18
31,management,married,tertiary,0,1343,1,1,unknown,85,1,-1,0,unknown,0,2023-05-21
48,blue-collar,married,unknown,0,113,0,0,cellular,104,13,-1,0,unknown,0,2023-08-11
27,blue-collar,single,secondary,0,240,1,0,cellular,166,4,-1,0,unknown,0,2023-05-18
30,blue-collar,married,secondary,0,194,1,0,cellular,475,3,-1,0,unknown,0,2023-05-08
28,blue-collar,married,primary,0,278,1,1,telephone,31,9,373,4,other,0,2023-05-15
35,blue-collar,married,secondary,0,260,1,0,telephone,155,6,-1,0,unknown,0,2023-05-13
47,technician,divorced,secondary,0,1013,0,0,cellular,54,3,-1,0,unknown,0,2023-06-15
35,blue-collar,married,primary,0,0,1,0,cellular,265,1,290,2,failure,0,2023-05-08
31,technician,married,secondary,0,2363,1,0,unknown,247,1,-1,0,unknown,0,2023-05-13
53,blue-collar,married,secondary,0,913,1,0,cellular,730,1,-1,0,unknown,0,2023-07-23
26,technician,single,tertiary,0,686,1,0,unknown,98,2,-1,0,unknown,0,2023-05-30
35,technician,married,secondary,0,149,1,0,cellular,99,1,245,2,failure,0,2023-01-29
29,admin.,married,secondary,0,500,1,0,cellular,8,8,-1,0,unknown,0,2023-05-08
39,technician,married,tertiary,0,11766,1,0,cellular,313,4,102,5,failure,0,2023-08-14
31,technician,single,secondary,0,137,0,0,cellular,27,14,-1,0,unknown,0,2023-08-27
48,management,single,tertiary,0,0,0,0,unknown,96,3,-1,0,unknown,0,2023-06-18
36,management,single,tertiary,0,335,0,0,unknown,5,1,772,4,failure,0,2023-10-10
27,admin.,married,secondary,0,16,1,0,cellular,54,3,-1,0,unknown,0,2023-02-03
49,admin.,married,secondary,0,0,0,0,cellular,115,2,-1,0,unknown,0,2023-08-22
34,technician,single,tertiary,0,9851,1,0,cellular,128,5,-1,0,unknown,0,2023-11-20
28,services,single,secondary,0,525,0,0,cellular,81,1,-1,0,unknown,0,2023-07-23
49,technician,married,secondary,0,788,0,0,unknown,162,7,-1,0,unknown,0,2023-06-17
35,blue-collar,married,tertiary,0,1016,1,0,cellular,294,2,-1,0,unknown,0,2023-07-17
53,housemaid,divorced,secondary,0,292,0,0,unknown,92,2,-1,0,unknown,0,2023-06-12
58,retired,single,primary,0,999,0,0,cellular,188,6,-1,0,unknown,0,2023-07-25
37,blue-collar,married,secondary,0,2870,1,0,unknown,94,2,-1,0,unknown,0,2023-06-06
27,admin.,single,tertiary,0,689,0,0,cellular,98,1,307,1,failure,0,2023-01-26
30,services,single,secondary,0,-100,1,1,cellular,292,1,-1,0,unknown,0,2023-05-15
35,blue-collar,married,unknown,0,1084,1,0,cellular,1019,1,-1,0,unknown,0,2023-07-10
32,management,single,tertiary,0,154,0,1,cellular,301,3,-1,0,unknown,0,2023-08-21
53,blue-collar,married,secondary,0,1653,0,0,unknown,88,2,-1,0,unknown,0,2023-06-17
34,admin.,married,secondary,0,2378,1,1,telephone,92,1,-1,0,unknown,0,2023-07-10
38,management,single,tertiary,0,1515,1,0,telephone,42,5,-1,0,unknown,0,2023-07-31
34,admin.,married,tertiary,0,1636,1,1,cellular,136,1,521,2,failure,0,2023-09-06
40,self-employed,married,secondary,0,1516,1,1,unknown,373,1,-1,0,unknown,0,2023-05-23
48,services,married,secondary,0,127,0,0,cellular,117,1,-1,0,unknown,0,2023-07-08
30,management,single,tertiary,0,2876,0,0,cellular,103,4,-1,0,unknown,0,2023-08-06
31,management,married,tertiary,0,1384,1,0,cellular,203,2,2,3,other,0,2023-01-30
37,technician,single,secondary,0,228,1,0,cellular,1740,2,-1,0,unknown,0,2023-08-20
32,technician,single,tertiary,0,2481,0,0,cellular,547,11,-1,0,unknown,0,2023-08-18
40,blue-collar,married,secondary,0,475,1,0,unknown,332,2,-1,0,unknown,0,2023-05-05
41,management,divorced,tertiary,0,1401,0,0,unknown,110,4,-1,0,unknown,0,2023-06-16
52,technician,married,unknown,0,425,1,0,cellular,219,2,254,3,failure,0,2023-01-28
29,blue-collar,single,secondary,0,244,1,0,cellular,19,2,-1,0,unknown,0,2023-05-15
49,management,married,tertiary,1,-6847,0,1,cellular,206,1,-1,0,unknown,0,2023-07-21
43,management,married,tertiary,1,0,0,0,cellular,25,19,-1,0,unknown,0,2023-08-27
42,management,married,tertiary,0,386,1,0,unknown,168,1,-1,0,unknown,0,2023-05-07
37,management,married,tertiary,0,332,1,0,cellular,190,2,84,7,failure,0,2023-08-14
57,services,divorced,primary,0,1367,0,0,unknown,144,3,-1,0,unknown,0,2023-06-09
25,admin.,single,secondary,0,120,1,0,unknown,542,1,-1,0,unknown,0,2023-06-03
30,technician,single,secondary,0,19,1,0,cellular,16,15,-1,0,unknown,0,2023-08-18
31,admin.,married,secondary,0,3,1,0,cellular,37,12,-1,0,unknown,0,2023-07-28
49,blue-collar,married,primary,1,-98,1,0,cellular,182,2,-1,0,unknown,0,2023-11-20
47,blue-collar,married,secondary,0,303,0,0,unknown,261,1,-1,0,unknown,0,2023-06-11
57,services,divorced,secondary,0,-752,1,0,unknown,102,1,-1,0,unknown,0,2023-05-28
26,student,single,tertiary,0,97,0,0,cellular,382,1,-1,0,unknown,0,2023-08-27
40,retired,married,tertiary,0,794,0,0,unknown,138,1,-1,0,unknown,0,2023-05-09
34,admin.,single,secondary,0,1880,1,0,unknown,297,1,-1,0,unknown,0,2023-05-23
41,blue-collar,married,unknown,0,732,1,0,unknown,25,1,-1,0,unknown,0,2023-05-16
53,management,married,tertiary,0,5261,0,1,cellular,1209,3,-1,0,unknown,0,2023-07-25
26,admin.,single,secondary,0,712,1,0,unknown,232,1,-1,0,unknown,0,2023-05-06
28,student,single,secondary,0,28,0,0,cellular,220,2,-1,0,unknown,0,2023-01-29
54,retired,married,primary,0,0,1,0,cellular,159,2,-1,0,unknown,0,2023-07-11
42,technician,married,secondary,0,827,0,0,cellular,153,3,-1,0,unknown,0,2023-08-25
29,student,single,secondary,0,110,1,0,unknown,169,3,-1,0,unknown,0,2023-05-07
49,unemployed,married,tertiary,0,377,0,0,cellular,158,1,59,2,failure,0,2023-05-22
32,services,married,secondary,0,-344,0,1,cellular,44,1,-1,0,unknown,0,2023-02-04
29,admin.,single,tertiary,0,261,0,0,cellular,136,19,-1,0,unknown,0,2023-03-17
60,blue-collar,married,unknown,0,104,1,0,unknown,22,1,-1,0,unknown,0,2023-05-05
51,retired,married,primary,0,610,0,0,unknown,86,2,-1,0,unknown,0,2023-06-09
40,housemaid,divorced,secondary,0,4328,0,0,cellular,133,2,-1,0,unknown,0,2023-08-20
44,blue-collar,married,tertiary,0,1371,0,0,cellular,788,3,363,4,other,0,2023-05-13
47,blue-collar,married,primary,0,193,1,0,cellular,171,2,-1,0,unknown,0,2023-08-29
32,blue-collar,single,unknown,0,258,1,0,cellular,291,2,-1,0,unknown,0,2023-05-18
43,blue-collar,married,primary,0,56,0,0,cellular,365,2,-1,0,unknown,0,2023-05-12
59,retired,married,secondary,0,136,0,0,cellular,301,4,-1,0,unknown,0,2023-08-06
24,blue-collar,married,secondary,0,1222,1,0,cellular,369,1,-1,0,unknown,0,2023-04-20
26,admin.,single,tertiary,0,3672,1,0,unknown,360,5,-1,0,unknown,0,2023-05-29
37,blue-collar,single,unknown,0,2188,0,0,unknown,193,8,-1,0,unknown,0,2023-05-16
27,management,single,secondary,0,924,1,0,cellular,84,1,-1,0,unknown,0,2023-02-03
32,technician,married,secondary,0,11431,0,0,cellular,141,5,-1,0,unknown,0,2023-08-12
44,blue-collar,married,primary,0,140,1,0,unknown,7,9,-1,0,unknown,0,2023-05-15
34,technician,divorced,secondary,0,27,1,0,unknown,133,3,-1,0,unknown,0,2023-05-26
39,management,married,tertiary,0,-468,1,1,cellular,88,2,-1,0,unknown,0,2023-08-08
30,services,single,secondary,0,438,1,0,cellular,98,1,178,1,failure,0,2023-05-18
44,admin.,divorced,secondary,0,-43,1,1,cellular,206,1,-1,0,unknown,0,2023-04-20
22,student,single,tertiary,0,1161,0,1,cellular,119,1,-1,0,unknown,0,2023-06-16
28,services,single,secondary,0,458,0,0,cellular,112,4,201,3,failure,0,2023-02-04
41,blue-collar,married,primary,0,-441,1,0,cellular,352,1,-1,0,unknown,0,2023-05-05
30,technician,married,secondary,0,2278,0,1,telephone,47,1,-1,0,unknown,0,2023-11-19
36,technician,single,secondary,0,0,0,0,cellular,8,13,-1,0,unknown,0,2023-08-28
39,services,married,secondary,0,702,1,0,cellular,303,1,300,1,failure,0,2023-04-08
38,technician,single,tertiary,0,69,1,0,cellular,253,3,-1,0,unknown,0,2023-05-13
31,services,married,secondary,0,182,0,0,cellular,231,2,-1,0,unknown,0,2023-08-20
29,management,married,tertiary,0,318,1,0,cellular,1434,2,356,4,failure,0,2023-05-18
42,blue-collar,married,primary,0,-181,1,0,unknown,297,3,-1,0,unknown,0,2023-05-15
27,technician,single,secondary,0,261,1,0,cellular,236,2,247,2,failure,0,2023-01-29
55,services,married,secondary,0,244,1,0,cellular,171,1,-1,0,unknown,0,2023-05-08
28,technician,married,secondary,0,880,1,0,unknown,188,1,-1,0,unknown,0,2023-05-26
47,technician,married,secondary,0,2283,1,0,cellular,170,2,-1,0,unknown,0,2023-11-21
49,technician,married,secondary,0,550,1,0,unknown,412,2,-1,0,unknown,0,2023-06-05
38,entrepreneur,married,tertiary,0,7752,1,0,cellular,138,4,-1,0,unknown,0,2023-07-15
53,technician,married,secondary,0,6,1,0,unknown,517,1,-1,0,unknown,0,2023-05-05
31,blue-collar,married,secondary,0,4471,1,0,unknown,296,2,-1,0,unknown,0,2023-05-09
57,housemaid,married,primary,0,1969,0,0,cellular,286,3,-1,0,unknown,0,2023-08-14
36,management,single,tertiary,0,219,0,0,cellular,22,6,196,6,failure,0,2023-02-03
38,management,married,tertiary,0,76,1,0,cellular,167,2,287,3,failure,0,2023-04-20
30,admin.,single,secondary,0,60,0,0,cellular,55,2,-1,0,unknown,0,2023-01-29
36,management,single,tertiary,0,8,0,0,cellular,858,7,-1,0,unknown,0,2023-07-29
29,services,married,secondary,0,19,1,0,cellular,327,6,-1,0,unknown,0,2023-07-29
32,admin.,married,secondary,0,20011,0,0,cellular,234,1,-1,0,unknown,0,2023-04-20
48,unemployed,married,primary,0,608,0,0,cellular,362,2,-1,0,unknown,0,2023-07-30
53,retired,married,primary,0,1068,0,0,cellular,200,1,-1,0,unknown,0,2023-01-28
35,technician,married,tertiary,0,-269,1,1,cellular,344,4,-1,0,unknown,0,2023-05-14
48,management,married,tertiary,0,494,0,0,cellular,81,8,-1,0,unknown,0,2023-08-29
31,entrepreneur,single,secondary,0,159,1,0,cellular,66,1,182,1,failure,0,2023-11-21
30,technician,single,secondary,0,-754,1,1,unknown,974,1,-1,0,unknown,0,2023-05-26
28,admin.,married,secondary,0,157,1,1,cellular,164,2,-1,0,unknown,0,2023-07-28
42,management,married,tertiary,0,2110,0,1,cellular,106,2,-1,0,unknown,0,2023-07-31
31,housemaid,married,primary,0,2603,1,0,cellular,224,1,-1,0,unknown,0,2023-11-18
36,management,single,secondary,0,992,0,0,unknown,351,1,-1,0,unknown,0,2023-06-06
43,technician,single,secondary,0,593,1,0,unknown,55,1,-1,0,unknown,0,2023-05-05
28,student,married,tertiary,0,327,1,0,cellular,104,3,-1,0,unknown,0,2023-05-15
34,management,single,tertiary,0,6766,0,0,cellular,210,5,-1,0,unknown,0,2023-08-28
36,technician,married,secondary,0,432,1,1,unknown,94,1,-1,0,unknown,0,2023-08-04
28,admin.,single,secondary,0,25,1,0,unknown,109,2,-1,0,unknown,0,2023-06-05
34,blue-collar,married,primary,0,5299,1,0,unknown,75,5,-1,0,unknown,0,2023-06-26
53,admin.,single,secondary,0,291,0,0,unknown,145,1,-1,0,unknown,0,2023-07-23
52,self-employed,married,secondary,0,517,0,0,cellular,77,4,-1,0,unknown,0,2023-08-26
44,unemployed,married,primary,0,97,1,0,unknown,105,3,-1,0,unknown,0,2023-06-05
58,self-employed,married,tertiary,0,1636,0,0,cellular,187,1,-1,0,unknown,0,2023-04-15
47,admin.,married,secondary,0,996,0,0,telephone,247,2,-1,0,unknown,0,2023-08-29
40,blue-collar,single,secondary,0,0,1,0,unknown,59,4,-1,0,unknown,0,2023-05-27
39,management,married,tertiary,0,710,1,0,cellular,211,2,-1,0,unknown,0,2023-07-11
33,self-employed,single,tertiary,0,1049,0,0,cellular,126,4,-1,0,unknown,0,2023-05-04
23,student,single,secondary,0,556,1,0,cellular,170,2,-1,0,unknown,0,2023-05-15
31,services,single,secondary,0,629,1,0,unknown,369,2,-1,0,unknown,0,2023-05-21
39,blue-collar,married,primary,0,186,1,0,unknown,208,3,-1,0,unknown,0,2023-05-16
42,management,divorced,tertiary,0,0,0,0,unknown,131,2,-1,0,unknown,0,2023-05-19
46,admin.,married,secondary,0,1264,0,0,telephone,100,2,-1,0,unknown,0,2023-01-28
22,student,single,secondary,0,64,0,0,cellular,112,1,-1,0,unknown,0,2023-06-04
50,technician,married,secondary,0,2497,1,0,cellular,35,1,176,1,failure,0,2023-11-21
50,technician,single,secondary,0,-97,1,0,cellular,425,1,306,2,failure,0,2023-04-08
34,management,married,tertiary,0,161,1,0,cellular,378,1,-1,0,unknown,0,2023-07-11
40,admin.,married,secondary,0,732,0,0,cellular,71,1,139,4,success,0,2023-09-09
39,blue-collar,married,secondary,0,94,1,1,cellular,181,1,-1,0,unknown,0,2023-11-19
51,blue-collar,married,tertiary,0,2404,1,0,telephone,30,1,-1,0,unknown,0,2023-11-20
45,management,married,secondary,0,21,1,0,unknown,788,2,-1,0,unknown,0,2023-06-03
34,technician,single,tertiary,0,2658,1,0,cellular,265,1,230,2,failure,0,2023-03-31
30,self-employed,married,secondary,0,131,1,0,unknown,306,1,-1,0,unknown,0,2023-05-08
57,unemployed,married,primary,0,0,1,0,cellular,231,2,-1,0,unknown,0,2023-11-20
42,blue-collar,married,secondary,0,351,1,0,unknown,76,21,-1,0,unknown,0,2023-05-16
51,technician,married,secondary,0,564,0,1,cellular,187,2,-1,0,unknown,0,2023-07-08
38,blue-collar,married,primary,0,2240,1,0,cellular,551,1,183,1,failure,0,2023-11-19
60,self-employed,married,primary,0,46,1,0,unknown,202,4,-1,0,unknown,0,2023-05-06
38,blue-collar,married,primary,0,132,1,0,cellular,797,2,-1,0,unknown,0,2023-05-14
37,retired,married,secondary,0,71,0,1,cellular,254,1,-1,0,unknown,0,2023-05-08
34,management,single,tertiary,0,0,1,1,cellular,197,2,98,1,other,0,2023-05-26
39,housemaid,married,primary,0,267,0,0,unknown,1151,5,-1,0,unknown,0,2023-06-09
55,services,married,secondary,0,841,1,0,cellular,140,9,372,4,failure,0,2023-05-15
48,blue-collar,married,primary,0,51,0,1,telephone,76,1,-1,0,unknown,0,2023-07-09
42,blue-collar,married,primary,0,7735,1,0,cellular,166,1,144,2,failure,0,2023-04-13
29,housemaid,married,primary,0,417,0,0,cellular,108,2,-1,0,unknown,0,2023-07-23
33,blue-collar,single,secondary,0,-14,1,0,cellular,223,2,-1,0,unknown,0,2023-05-14
35,blue-collar,married,primary,0,2490,1,0,cellular,170,1,180,3,failure,0,2023-05-18
28,admin.,married,secondary,0,0,1,0,cellular,47,1,-1,0,unknown,0,2023-05-07
26,blue-collar,single,secondary,0,184,0,0,cellular,110,2,6,1,other,0,2023-02-03
40,services,single,secondary,0,19343,1,0,cellular,13,4,179,4,failure,0,2023-11-21
42,admin.,married,secondary,0,947,0,0,cellular,158,2,-1,0,unknown,0,2023-07-30
49,blue-collar,married,secondary,0,90,1,0,unknown,127,1,-1,0,unknown,0,2023-05-07
32,admin.,single,secondary,0,10218,1,0,cellular,149,2,-1,0,unknown,0,2023-11-19
33,technician,married,secondary,1,72,1,0,unknown,623,1,-1,0,unknown,0,2023-05-06
30,technician,single,secondary,0,120,1,0,cellular,74,1,-1,0,unknown,0,2023-05-18
20,student,single,secondary,0,130,0,0,telephone,75,3,-1,0,unknown,0,2023-05-04
51,blue-collar,married,unknown,0,41,1,0,telephone,16,43,-1,0,unknown,0,2023-07-09
38,blue-collar,single,primary,0,0,1,0,cellular,350,2,-1,0,unknown,0,2023-05-07
53,technician,married,tertiary,0,673,1,0,cellular,182,1,-1,0,unknown,0,2023-07-09
34,blue-collar,divorced,secondary,0,-131,1,0,cellular,132,1,356,1,failure,0,2023-05-07
30,blue-collar,married,primary,0,2607,1,0,unknown,158,10,-1,0,unknown,0,2023-05-28
36,unemployed,divorced,secondary,0,5,1,0,cellular,305,1,-1,0,unknown,0,2023-07-08
36,management,married,tertiary,0,23,0,0,cellular,133,11,-1,0,unknown,0,2023-08-26
39,blue-collar,married,secondary,0,180,1,0,cellular,237,1,-1,0,unknown,0,2023-04-16
33,technician,single,tertiary,0,68,0,0,cellular,96,2,-1,0,unknown,0,2023-08-14
42,management,married,tertiary,0,0,0,0,cellular,325,2,-1,0,unknown,0,2023-08-13
30,management,single,tertiary,0,565,1,0,cellular,104,1,-1,0,unknown,0,2023-10-26
23,technician,single,secondary,0,598,0,0,cellular,166,1,-1,0,unknown,0,2023-04-30
37,technician,single,tertiary,0,1609,0,1,unknown,10,19,-1,0,unknown,0,2023-06-20
77,retired,married,tertiary,0,1047,0,0,cellular,108,5,-1,0,unknown,0,2023-06-30
33,technician,married,tertiary,0,5641,0,0,cellular,168,2,-1,0,unknown,0,2023-08-18
33,blue-collar,single,primary,0,557,1,0,cellular,91,2,331,2,failure,0,2023-04-17
40,blue-collar,single,secondary,0,1066,1,0,unknown,171,1,-1,0,unknown,0,2023-05-21
58,retired,married,secondary,0,35,0,0,cellular,336,7,-1,0,unknown,0,2023-07-29
29,management,single,tertiary,0,54,1,1,unknown,257,3,-1,0,unknown,0,2023-05-26
43,management,single,tertiary,0,1806,1,0,cellular,161,2,-1,0,unknown,0,2023-08-12
34,blue-collar,single,secondary,0,39,0,0,cellular,254,2,299,3,failure,0,2023-05-13
38,admin.,divorced,secondary,0,0,1,0,cellular,93,1,-1,0,unknown,0,2023-07-21
38,admin.,divorced,secondary,0,930,1,0,cellular,46,1,-1,0,unknown,0,2023-05-05
40,blue-collar,married,primary,0,0,0,0,cellular,313,1,-1,0,unknown,0,2023-07-24
59,management,married,tertiary,0,2764,0,0,cellular,459,1,56,3,failure,0,2023-02-18
44,admin.,single,secondary,0,4492,0,1,cellular,19,13,-1,0,unknown,0,2023-07-31
60,retired,divorced,tertiary,0,2166,0,0,unknown,8,9,-1,0,unknown,0,2023-06-20
37,management,single,tertiary,0,0,0,0,cellular,107,1,258,3,other,0,2023-10-20
50,admin.,married,secondary,0,1575,0,0,cellular,407,1,-1,0,unknown,0,2023-11-17
50,management,divorced,tertiary,0,201,1,0,cellular,248,1,-1,0,unknown,0,2023-07-24
35,admin.,married,tertiary,0,318,1,1,cellular,142,1,-1,0,unknown,0,2023-10-01
39,management,single,tertiary,0,1682,1,0,cellular,147,1,170,1,failure,0,2023-11-19
29,self-employed,married,tertiary,0,242,1,0,cellular,73,4,-1,0,unknown,0,2023-07-18
34,management,divorced,secondary,0,291,0,0,cellular,91,2,-1,0,unknown,0,2023-08-07
31,technician,divorced,secondary,0,304,0,0,cellular,133,2,-1,0,unknown,0,2023-02-02
51,housemaid,married,primary,0,108,0,0,unknown,278,2,-1,0,unknown,0,2023-06-16
46,blue-collar,married,primary,0,1303,0,0,cellular,174,1,-1,0,unknown,0,2023-08-04
27,admin.,single,secondary,0,292,1,0,cellular,53,9,362,8,other,0,2023-05-12
61,retired,married,secondary,0,89,0,0,cellular,154,1,181,2,failure,0,2023-10-28
34,admin.,married,tertiary,0,788,1,0,cellular,269,1,-1,0,unknown,0,2023-02-05
30,blue-collar,single,secondary,0,573,1,0,unknown,116,2,-1,0,unknown,0,2023-05-12
58,management,married,tertiary,0,1318,0,0,cellular,184,1,179,5,failure,0,2023-07-16
30,technician,single,secondary,0,151,0,0,cellular,276,2,-1,0,unknown,0,2023-02-03
50,blue-collar,married,primary,0,-37,1,0,unknown,78,3,-1,0,unknown,0,2023-05-12
30,blue-collar,single,secondary,0,522,0,0,cellular,197,3,-1,0,unknown,0,2023-02-06
43,entrepreneur,married,primary,0,2315,1,1,cellular,42,1,-1,0,unknown,0,2023-05-14
35,services,divorced,secondary,0,-718,1,0,cellular,47,1,-1,0,unknown,0,2023-11-21
36,management,single,tertiary,0,4,1,0,cellular,529,1,61,3,success,0,2023-07-07
46,entrepreneur,married,tertiary,0,-43,0,0,unknown,138,8,-1,0,unknown,0,2023-05-12
46,admin.,single,secondary,0,596,1,0,cellular,138,3,-1,0,unknown,0,2023-04-20
29,unemployed,single,secondary,0,670,1,0,unknown,6,1,-1,0,unknown,0,2023-09-26
48,blue-collar,married,primary,0,430,0,0,cellular,340,3,371,8,failure,0,2023-05-14
50,management,divorced,tertiary,0,60,0,0,cellular,255,2,-1,0,unknown,0,2023-08-19
53,admin.,divorced,secondary,0,0,1,1,cellular,586,2,-1,0,unknown,0,2023-04-30
38,entrepreneur,married,tertiary,0,678,0,1,cellular,82,2,152,1,failure,0,2023-11-18
27,management,married,tertiary,0,159,1,0,cellular,295,2,-1,0,unknown,0,2023-07-25
36,technician,married,secondary,0,1345,1,0,cellular,82,1,172,3,failure,0,2023-11-18
48,services,married,primary,0,483,0,0,cellular,119,2,-1,0,unknown,0,2023-08-06
59,unknown,married,unknown,0,2443,0,0,unknown,8,8,-1,0,unknown,0,2023-06-20
21,student,single,tertiary,0,1258,0,0,cellular,404,1,-1,0,unknown,0,2023-07-07
56,retired,divorced,secondary,0,389,1,0,unknown,379,5,-1,0,unknown,0,2023-06-18
57,admin.,divorced,secondary,0,0,0,0,cellular,121,2,-1,0,unknown,0,2023-09-09
